length,num_links,num_special_chars,num_keywords,num_urls,num_domains,num_ip_addresses,html_tags,js_code
344,0,6,0,0,0,0,False,False
300,1,22,4,1,1,0,True,False
118,0,7,0,0,0,0,False,False
80,0,4,0,0,0,0,False,False
1555,1,11,1,1,1,0,False,False
272,0,8,0,0,0,0,False,False
1624,0,61,2,0,0,0,True,False
1293,0,294,3,0,0,0,False,False
467,0,16,0,0,0,0,False,False
367,0,12,3,0,0,0,True,False
49,0,2,0,0,0,0,False,False
62,0,5,0,0,0,0,False,False
1775,2,50,9,2,2,0,True,False
1288,5,78,0,5,4,0,True,False
166,0,3,0,0,0,0,False,False
188,0,5,0,0,0,0,False,False
1347,3,185,7,2,2,0,True,False
1325,3,179,7,2,2,0,True,False
355,0,6,0,0,0,0,False,False
368,1,22,3,1,1,0,True,False
273,0,7,0,0,0,0,False,False
43,0,1,0,0,0,0,False,False
463,0,11,0,0,0,0,False,False
1147,1,43,1,1,1,0,True,False
280,0,12,0,0,0,0,False,False
604,1,21,0,1,1,0,True,False
1453,0,52,2,0,0,0,False,False
167,0,9,0,0,0,0,False,False
851,2,21,3,1,1,0,True,False
1397,0,37,4,0,0,1,False,False
541,1,21,1,1,1,0,True,False
386,1,18,1,1,1,0,True,False
542,0,11,0,0,0,0,False,False
127,0,3,0,0,0,0,False,False
190,0,5,0,0,0,0,False,False
453,0,20,2,0,0,0,False,False
19,0,0,0,0,0,0,False,False
364,0,12,0,0,0,0,True,False
857,0,27,3,0,0,0,False,False
947,3,49,0,3,2,0,True,False
958,0,24,0,0,0,0,False,False
749,1,28,0,1,1,0,True,False
1206,0,35,1,0,0,0,False,False
490,1,22,6,1,1,0,True,False
623,1,25,6,1,1,0,True,False
470,1,22,6,1,1,0,True,False
876,1,29,2,1,1,0,True,False
1038,1,28,2,1,1,0,True,False
1638,0,43,3,0,0,0,False,False
275,1,5,1,1,1,0,True,False
77,0,3,0,0,0,0,False,False
515,0,18,1,0,0,0,False,False
535,1,14,0,1,1,0,False,False
539,0,18,0,0,0,0,False,False
30,0,0,0,0,0,0,False,False
92,0,2,0,0,0,0,False,False
944,0,14,1,0,0,0,False,False
811,0,20,0,0,0,0,True,False
1547,0,29,0,0,0,0,False,False
335,0,12,0,0,0,0,False,False
859,0,16,0,0,0,0,False,False
178,0,9,0,0,0,0,False,False
3361,14,530,4,14,1,0,True,False
479,1,20,1,1,1,0,False,False
174,0,11,0,0,0,0,False,False
155,0,9,0,0,0,0,False,False
133,0,4,0,0,0,0,False,False
250,0,9,0,0,0,0,False,False
560,0,9,0,0,0,0,False,False
262,1,17,0,1,1,0,False,False
5830,23,208,24,23,1,0,True,False
9221,15,192,13,14,3,0,True,False
164,0,3,0,0,0,0,False,False
115,1,8,0,1,1,0,True,False
219,0,6,0,0,0,0,False,False
21,0,0,0,0,0,0,False,False
278,1,17,0,1,1,0,False,False
222,0,5,0,0,0,0,False,False
221,0,5,0,0,0,0,False,False
218,0,5,0,0,0,0,False,False
222,0,5,0,0,0,0,False,False
218,0,5,0,0,0,0,False,False
168,0,3,0,0,0,0,False,False
224,0,5,0,0,0,0,False,False
165,0,3,0,0,0,0,False,False
175,0,6,0,0,0,0,False,False
20,0,0,0,0,0,0,False,False
164,0,3,0,0,0,0,False,False
122,1,3,1,1,1,0,False,False
396,1,26,4,1,1,0,True,False
1576,0,33,0,0,0,0,False,False
621,0,10,1,0,0,0,False,False
899,0,21,0,0,0,0,False,False
385,1,22,3,1,1,0,True,False
1701,4,77,2,4,3,0,True,False
308,0,8,1,0,0,0,False,False
516,0,17,0,0,0,0,False,False
77,0,2,0,0,0,0,False,False
250,0,8,1,0,0,0,False,False
2037,4,31,4,4,1,0,True,False
2211,4,45,4,4,1,0,True,False
581,1,18,7,1,1,0,True,False
228,0,3,1,0,0,0,False,False
1154,0,28,0,0,0,0,False,False
472,1,9,1,1,1,0,True,False
1261,1,8,0,1,1,0,True,False
472,1,9,1,1,1,0,True,False
1260,1,10,0,1,1,0,True,False
1114,1,5,0,1,1,0,True,False
1135,1,6,0,1,1,0,True,False
1115,1,6,0,1,1,0,True,False
1247,1,8,0,1,1,0,True,False
1092,1,5,0,1,1,0,True,False
1094,1,5,0,1,1,0,True,False
1138,1,5,0,1,1,0,True,False
1148,1,6,0,1,1,0,True,False
1206,1,8,0,1,1,0,True,False
10371,12,312,2,12,5,0,True,False
581,1,31,1,1,1,0,False,False
2378,1,55,0,1,1,0,False,False
120,0,4,0,0,0,0,False,False
421,1,23,1,1,1,0,False,False
298,1,18,2,1,1,0,True,False
175,0,7,1,0,0,0,False,False
1018,3,56,4,3,1,0,True,False
401,0,18,0,0,0,0,False,False
370,0,16,0,0,0,0,False,False
1269,1,10,0,1,1,0,True,False
366,1,20,5,1,1,0,True,False
862,0,22,0,0,0,0,False,False
860,0,14,1,0,0,0,False,False
387,0,8,0,0,0,0,False,False
415,0,18,1,0,0,0,False,False
775,3,27,7,1,1,0,True,False
1575,0,77,1,0,0,0,False,False
420,0,18,0,0,0,0,True,False
67,0,2,0,0,0,0,False,False
99,0,1,0,0,0,0,False,False
248,0,5,0,0,0,0,False,False
577,0,26,0,0,0,0,False,False
224,0,14,1,0,0,0,False,False
216,0,5,0,0,0,0,False,False
198,0,3,0,0,0,0,False,False
346,2,17,3,2,2,0,True,False
716,1,15,1,1,1,0,True,False
327,1,7,0,1,1,0,True,False
476,0,19,0,0,0,0,False,False
476,0,19,0,0,0,0,False,False
472,1,9,1,1,1,0,True,False
1274,1,24,2,1,1,0,True,False
1699,0,65,2,0,0,0,False,False
628,1,24,7,1,1,0,True,False
488,1,14,2,1,1,0,True,False
1694,0,34,0,0,0,0,False,False
1426,0,61,1,0,0,0,False,False
1274,5,80,1,5,4,0,True,False
1092,0,26,0,0,0,0,False,False
1431,0,33,0,0,0,0,False,False
1410,0,27,0,0,0,0,False,False
1620,0,50,5,0,0,0,True,False
308,1,24,4,1,1,0,True,False
454,0,7,0,0,0,0,False,False
1117,0,66,5,0,0,0,False,False
1212,2,38,0,2,1,0,True,False
1244,0,30,6,0,0,1,False,False
509,0,23,0,0,0,0,False,False
221,0,7,0,0,0,0,False,False
937,0,26,3,0,0,1,False,False
736,1,19,2,1,1,0,True,False
393,0,28,0,0,0,0,False,False
340,1,11,2,1,1,0,True,False
1148,0,37,1,0,0,0,False,False
517,0,11,1,0,0,0,False,False
12862,26,258,22,26,1,0,True,False
1151,1,32,1,1,1,0,True,False
1659,0,36,3,0,0,0,False,False
1043,1,27,1,1,1,0,True,False
1696,0,16,5,0,0,0,False,False
1071,0,28,3,0,0,0,False,False
533,0,24,1,0,0,0,False,False
1821,0,13,5,0,0,0,False,False
269,0,6,0,0,0,0,False,False
1054,0,23,2,0,0,0,False,False
285,2,10,2,2,2,0,True,False
818,3,50,1,3,2,0,True,False
69,0,2,0,0,0,0,False,False
527,0,11,1,0,0,0,False,False
1013,1,27,0,1,1,0,False,False
948,5,55,0,5,3,0,True,False
784,0,20,0,0,0,0,False,False
2154,1,64,5,1,1,0,True,False
815,1,30,2,1,1,0,True,False
184,1,12,0,1,1,0,True,False
835,2,34,0,2,2,0,True,False
2403,0,75,0,0,0,0,False,False
1225,0,36,2,0,0,1,False,False
651,1,31,3,1,1,0,True,False
572,0,11,0,0,0,0,False,False
58,0,2,0,0,0,0,False,False
336,0,17,0,0,0,0,False,False
17,0,0,0,0,0,0,False,False
19,0,0,0,0,0,0,False,False
161,0,3,0,0,0,0,False,False
28,0,0,0,0,0,0,False,False
165,0,3,0,0,0,0,False,False
407,0,13,0,0,0,0,False,False
404,0,8,0,0,0,0,False,False
125,1,7,3,1,1,0,True,False
1076,3,60,4,3,1,0,True,False
250,1,11,4,1,1,0,True,False
161,0,3,0,0,0,0,False,False
17,0,0,0,0,0,0,False,False
1000,1,76,0,1,1,0,True,False
275,2,19,2,2,2,0,False,False
982,1,70,0,1,1,0,True,False
444,0,8,0,0,0,0,False,False
19,0,0,0,0,0,0,False,False
161,0,3,0,0,0,0,False,False
208,0,6,0,0,0,0,False,False
561,0,11,0,0,0,0,False,False
1048,2,26,4,2,1,0,True,False
2969,9,107,1,9,3,0,True,False
894,6,59,6,6,2,0,True,False
640,0,11,1,0,0,0,False,False
326,1,10,3,1,1,0,True,False
1688,0,41,0,0,0,0,False,False
1408,0,28,1,0,0,0,False,False
278,1,7,3,1,1,0,True,False
291,0,8,0,0,0,0,False,False
426,1,21,0,1,1,0,True,False
915,0,30,1,0,0,0,False,False
606,0,24,0,0,0,0,False,False
441,0,18,0,0,0,0,False,False
186,0,8,0,0,0,0,False,False
158,0,6,0,0,0,0,False,False
170,0,8,0,0,0,0,False,False
817,0,25,0,0,0,0,False,False
1088,0,19,0,0,0,0,False,False
2652,10,86,11,10,3,0,True,False
796,2,24,3,2,1,0,True,False
106,0,1,0,0,0,0,False,False
159,0,3,0,0,0,0,False,False
660,1,18,2,1,1,0,True,False
366,2,29,2,1,1,0,True,False
495,2,26,2,1,1,0,True,False
193,1,8,5,1,1,0,True,False
796,0,20,1,0,0,0,False,False
386,1,13,4,1,1,0,True,False
680,0,14,0,0,0,0,False,False
159,0,3,0,0,0,0,False,False
419,0,10,0,0,0,0,False,False
746,0,22,0,0,0,0,False,False
81,0,0,0,0,0,0,False,False
63,0,4,0,0,0,0,False,False
345,1,17,0,1,1,0,False,False
383,1,16,2,1,1,0,False,False
737,1,19,0,1,1,0,False,False
844,4,29,3,4,3,0,False,False
65,0,2,0,0,0,0,False,False
324,0,11,0,0,0,0,False,False
256,0,9,0,0,0,0,False,False
244,0,8,0,0,0,0,False,False
770,0,34,0,0,0,0,False,False
1720,0,43,1,0,0,0,False,False
1056,1,41,2,1,1,0,False,False
191,0,10,0,0,0,0,False,False
542,1,13,1,1,1,0,False,False
166,0,7,2,0,0,0,False,False
298,1,14,1,1,1,0,False,False
442,1,19,1,1,1,0,False,False
459,1,10,0,1,1,0,False,False
371,0,13,0,0,0,0,False,False
323,0,9,0,0,0,0,False,False
802,0,33,0,0,0,0,False,False
1290,0,38,0,0,0,0,False,False
1330,0,34,2,0,0,0,False,False
93,0,7,0,0,0,0,False,False
229,0,6,0,0,0,0,False,False
827,0,56,0,0,0,0,False,False
1676,0,187,1,0,0,0,False,False
782,1,18,0,1,1,0,False,False
1313,3,47,2,3,2,0,False,False
281,0,8,0,0,0,0,False,False
392,2,13,1,2,1,0,False,False
232,0,5,0,0,0,0,False,False
377,1,5,2,1,1,0,False,False
2699,0,45,3,0,0,0,False,False
7,0,0,0,0,0,0,False,False
561,1,23,5,1,1,0,False,False
552,1,21,5,1,1,0,False,False
550,1,11,1,1,1,0,False,False
590,1,13,5,1,1,0,False,False
532,2,13,2,2,2,0,False,False
