Word_Count,Homoglyphs,Total_Abnormal_Count,html_tags,js_code,Label
246,0,3,0,0,0
103,0,0,0,0,0
26,0,0,1,0,0
1068,0,2,0,0,0
22,0,0,0,0,0
271,0,0,0,0,0
466,0,0,0,0,0
69,0,0,0,0,0
96,0,0,0,0,0
341,0,2,1,0,0
209,0,0,0,0,0
521,0,16,6,0,0
36,0,0,0,0,0
120,0,0,0,0,0
48,0,0,0,0,0
883,0,24,0,0,0
238,0,6,0,0,0
52,0,0,0,0,0
2179,0,5,0,0,0
208,0,5,0,0,0
51,0,0,0,0,0
438,0,0,15,0,0
17,0,0,0,0,0
2179,0,5,0,0,0
120,0,0,0,0,0
167,0,0,0,0,0
47,0,0,2,0,1
20,0,0,0,0,0
404,0,0,2,0,0
853,0,41,0,0,0
7,0,0,0,0,0
120,0,0,0,0,1
98,0,1,3,0,0
10,0,0,0,0,0
24,0,0,0,0,0
93,7,0,4,0,1
715,0,0,0,0,0
61,0,1,0,0,0
166,0,4,2,0,0
9,0,0,0,0,0
50,0,0,0,0,0
175,0,0,2,0,0
810,0,3,0,0,0
18,0,0,0,0,0
150,0,2,1,0,0
36,0,0,0,0,0
29,0,0,0,0,0
58,0,0,0,0,0
153,0,0,0,0,0
644,0,1,0,0,0
80,0,0,0,0,0
23,0,0,0,0,0
235,0,0,0,0,0
60,0,0,2,0,0
11,0,0,0,0,0
186,0,0,2,0,0
66,0,0,0,0,0
908,0,0,0,0,0
28,0,0,1,0,0
39,0,0,0,0,0
24,0,0,0,0,0
139,0,1,2,0,0
66,0,2,0,0,0
31,0,0,0,0,1
18,0,0,0,0,0
83,0,0,0,0,0
6,0,0,0,0,0
12,0,0,0,0,0
177,0,0,0,0,0
1943,0,13,2,0,0
731,0,4,0,0,0
263,0,5,0,0,0
87,0,0,2,0,0
6,0,0,0,0,0
209,0,0,0,0,0
57,0,0,0,0,0
84,0,0,3,0,0
1232,0,8,0,0,0
94,0,0,3,0,0
108,0,0,16,0,0
42,0,0,0,0,0
394,0,3,0,0,0
584,0,11,157,0,0
90,0,0,0,0,0
153,0,2,0,0,0
78,0,0,0,0,0
35,0,0,0,0,0
51,0,1,0,0,1
340,0,1,0,0,0
176,0,1,0,0,0
170,0,0,0,0,0
428,0,1,0,0,0
533,0,0,0,0,0
513,0,0,11,0,0
44,0,0,0,0,0
25,0,0,0,0,0
131,0,1,0,0,0
1231,0,5,0,0,0
50,0,1,0,0,0
437,0,0,2,0,0
180,0,1,0,0,0
1226,0,7,0,0,0
9,0,0,0,0,0
125,0,0,0,0,0
66,0,0,0,0,0
148,0,0,0,0,0
199,0,0,0,0,0
3834,0,0,0,0,0
34,0,0,0,0,0
978,0,0,0,0,0
288,0,0,0,0,0
200,0,2,0,0,0
36,0,0,0,0,0
96,0,0,0,0,0
294,0,1,11,0,0
170,0,0,0,0,0
1761,0,24,342,0,0
8,0,0,0,0,0
80,0,0,3,0,1
28,0,0,0,0,0
119,0,0,0,0,0
77,0,1,0,0,0
90,0,0,0,0,0
24,0,0,0,0,0
254,0,0,0,0,0
369,0,3,0,0,0
78,0,0,0,0,1
204,0,2,0,0,0
50,0,0,0,0,0
152,0,0,0,0,0
191,0,0,0,0,0
160,0,0,0,0,0
63,0,0,0,0,0
449,0,8,1,0,0
9,0,0,0,0,0
244,0,7,0,0,0
39,0,0,0,0,1
63,0,0,0,0,0
16,0,0,0,0,0
399,0,0,0,0,0
1199,0,3,0,0,0
212,0,1,0,0,0
104,0,0,0,0,0
42,0,0,0,0,0
95,0,0,0,0,0
150,0,0,0,0,0
54,0,0,0,0,0
29,0,0,0,0,0
199,0,1,0,0,0
57,0,3,2,0,0
26,0,0,0,0,0
13,0,0,0,0,1
202,0,0,4,0,0
5,0,0,0,0,0
243,0,0,0,0,0
89,0,0,0,0,0
59,0,0,1,0,1
23,0,0,0,0,0
165,0,0,0,0,0
7,0,0,0,0,0
133,0,1,3,0,0
113,0,0,0,0,0
12,0,0,0,0,1
21,0,0,0,0,0
148,0,0,0,0,0
107,0,0,0,0,0
256,0,2,0,0,0
224,0,0,16,0,0
106,0,0,2,0,1
381,0,0,0,0,0
4,0,0,0,0,0
119,0,0,0,0,0
265,0,3,0,0,0
46,0,0,1,0,0
331,0,0,0,0,0
278,0,0,0,0,0
31,0,0,0,0,0
323,0,0,60,0,0
56,0,0,0,0,0
9,0,0,0,0,0
2084,0,176,0,0,0
132,0,0,0,0,0
127,0,0,0,0,0
32,0,0,0,0,0
54,0,0,0,0,0
329,0,2,0,0,0
593,0,4,2,0,0
10,0,0,0,0,1
6,0,0,0,0,0
50,0,2,0,0,0
153,0,0,0,0,0
125,0,3,0,0,0
814,0,8,7,0,0
358,0,2,0,0,0
188,0,0,0,0,0
62,0,0,0,0,0
257,0,1,0,0,0
121,0,0,0,0,0
62,0,0,0,0,0
33,0,0,0,0,0
340,0,1,22,0,0
15,0,1,0,0,0
35,0,0,0,0,0
273,0,0,0,0,0
642,0,1,4,0,0
55,0,1,0,0,0
152,0,0,0,0,1
1022,0,0,0,0,0
243,0,0,0,0,0
51,0,0,0,0,0
446,0,0,0,0,0
85,0,0,0,0,0
88,0,1,0,0,0
52,0,2,0,0,0
46,0,0,0,0,0
149,0,0,0,0,0
42,0,0,0,0,1
215,0,0,0,0,0
187,0,1,0,0,0
6,0,0,0,0,0
65,0,0,0,0,0
124,0,2,0,0,0
22,0,0,0,0,0
219,0,0,0,0,0
5,0,1,0,0,0
32,0,0,0,0,0
232,0,3,1,0,0
466,0,1,1,0,0
453,0,1,0,0,0
62,0,0,0,0,0
583,0,1,14,0,0
58,0,0,0,0,0
490,0,12,1,0,0
322,0,0,0,0,0
3,0,0,0,0,1
45,0,0,0,0,0
280,0,3,0,0,0
13,0,0,0,0,0
56,0,0,0,0,0
372,0,5,0,0,0
1225,0,5,0,0,0
18,0,0,0,0,0
63,0,0,0,0,1
98,0,4,0,0,0
72,0,0,0,0,0
120,0,0,0,0,0
30,0,0,2,0,0
260,0,1,0,0,0
54,0,1,7,0,1
165,0,4,6,0,0
659,0,0,49,0,0
321,0,2,0,0,0
8,0,1,0,0,0
48,0,1,0,0,1
26,0,0,0,0,0
1627,0,50,22,0,0
34,0,0,0,0,0
187,0,0,0,0,0
120,0,0,0,0,0
59,0,0,1,0,1
22,0,0,0,0,0
86,0,1,0,0,0
242,0,0,0,0,0
540,0,0,0,0,0
177,0,2,0,0,0
195,0,2,0,0,0
240,0,1,8,0,0
2607,0,0,0,0,0
48,0,1,0,0,0
20,0,0,0,0,0
142,0,0,0,0,0
268,0,7,0,0,0
40,0,0,0,0,0
130,0,0,1,0,1
35,0,0,0,0,0
145,0,0,0,0,0
68,0,0,0,0,0
74,0,0,0,0,0
80,0,0,0,0,0
55,0,0,0,0,0
394,0,3,0,0,0
5047,0,21,0,0,0
108,0,1,0,0,0
50,0,0,0,0,0
57,0,0,0,0,0
4,0,0,0,0,0
136,0,0,21,0,0
158,0,1,0,0,0
52,0,0,0,0,0
130,0,0,0,0,1
74,0,2,1,0,1
179,0,0,0,0,0
440,0,0,0,0,0
124,0,0,2,0,0
874,0,0,0,0,0
29,0,0,0,0,0
23,0,0,0,0,0
186,0,3,0,0,0
456,0,9,0,0,0
149,0,0,0,0,0
190,0,0,0,0,0
377,0,0,0,0,0
113,0,0,0,0,0
756,0,0,0,0,0
66,0,0,0,0,0
81,0,0,0,0,0
1317,0,78,0,0,0
11,0,0,0,0,0
187,0,0,1,0,0
63,0,0,1,0,1
57,0,0,0,0,1
58,0,0,4,0,0
294,0,0,0,0,0
1664,0,42,943,0,0
739,0,0,0,0,0
681,0,6,4,0,0
233,0,0,0,0,0
218,0,0,0,0,0
124,0,1,0,0,0
1240,0,6,0,0,0
52,0,2,0,0,0
98,0,0,0,0,0
273,0,1,0,0,0
84,0,0,2,0,0
1001,0,0,0,0,0
58,0,0,0,0,0
89,0,0,5,0,0
941,0,3,2,0,0
80,0,0,0,0,0
26,0,0,0,0,0
76,0,0,0,0,0
605,0,0,0,0,0
525,0,5,0,0,0
99,0,0,0,0,0
211,0,0,0,0,0
19,0,0,0,0,0
297,0,1,0,0,0
2947,0,371,0,0,0
11,0,0,0,0,0
1137,0,2,0,0,0
11,0,0,0,0,0
227,0,0,0,0,0
89,0,0,0,0,0
443,0,0,1,0,0
4,0,0,0,0,0
509,0,0,0,0,0
433,0,0,0,0,0
92,0,0,0,0,0
459,0,0,0,0,0
506,0,2,1,0,0
138,0,0,0,0,0
71,0,0,0,0,0
510,0,0,0,0,0
49,0,0,0,0,0
197,0,0,0,0,0
49,0,0,0,0,0
190,0,0,0,0,0
10,0,0,0,0,0
350,0,0,4,0,0
43,0,0,0,0,0
36,0,0,0,0,0
257,0,1,2,0,0
918,0,12,0,0,0
385,0,3,0,0,0
203,0,0,0,0,0
23,0,0,0,0,0
582,0,0,5,0,0
15,0,0,0,0,0
406,0,0,2,0,0
271,0,0,0,0,0
137,0,0,0,0,0
42,0,0,0,0,0
28,0,0,1,0,0
51,0,2,0,0,0
162,0,0,0,0,0
1409,0,0,0,0,0
408,0,0,0,0,0
47,0,0,0,0,0
258,0,8,0,0,0
30,0,0,0,0,0
138,0,0,0,0,0
22,0,0,0,0,0
25,0,0,0,0,0
147,0,0,0,0,0
32,0,0,0,0,0
59,0,4,0,0,0
224,0,0,0,0,0
165,0,4,6,0,0
16,0,0,0,0,0
247,0,0,0,0,0
282,0,0,0,0,0
135,0,0,0,0,0
31,0,0,0,0,0
74,0,0,0,0,0
69,0,0,0,0,0
200,0,3,0,0,0
289,0,1,0,0,0
227,0,0,0,0,0
75,0,0,0,0,0
600,0,2,6,0,0
164,0,0,5,0,0
24,0,0,0,0,0
161,0,0,0,0,0
42,0,0,0,0,0
9,0,0,0,0,0
62,0,0,2,0,1
218,0,0,0,0,0
97,0,0,0,0,0
241,0,0,0,0,0
335,0,0,0,0,0
15,0,0,0,0,0
213,0,0,3,0,0
253,0,0,0,0,0
71,0,0,0,0,0
494,0,6,0,0,0
73,0,0,0,0,0
286,0,0,15,0,0
350,0,1,2,0,0
113,0,0,0,0,0
40,0,0,0,0,0
46,0,0,1,0,0
84,0,0,0,0,0
104,0,0,0,0,0
48,0,0,0,0,0
36,0,0,0,0,0
295,0,7,0,0,0
83,0,0,0,0,0
286,0,0,0,0,0
9,0,0,0,0,0
96,0,0,1,0,0
87,0,0,0,0,1
4,0,0,0,0,0
60,0,0,0,0,0
56,0,0,0,0,0
211,0,0,0,0,0
362,0,0,10,0,0
56,0,0,0,0,0
229,0,2,0,0,0
105,0,0,1,0,1
1434,0,10,0,0,0
132,0,0,0,0,0
113,0,0,0,0,0
292,0,0,0,0,0
48,0,3,0,0,0
69,0,0,0,0,0
110,0,0,4,0,0
27,0,0,0,0,0
528,0,2,0,0,0
64,0,0,0,0,0
135,0,0,0,0,0
694,0,0,6,0,0
22,0,0,1,0,1
331,0,0,0,0,0
294,0,4,8,0,0
2859,0,0,0,0,0
157,0,0,0,0,0
25,0,0,0,0,0
96,0,2,0,0,0
150,0,0,6,0,0
176,0,1,0,0,0
46,0,0,1,0,0
58,0,1,2,0,1
537,0,0,0,0,0
53,0,0,0,0,0
157,0,0,0,0,0
68,0,0,0,0,0
94,0,0,0,0,0
73,0,0,0,0,0
162,0,0,9,0,0
155,0,0,0,0,0
126,0,0,3,0,0
5,0,0,0,0,0
177,0,0,0,0,0
619,0,0,5,0,0
470,0,0,0,0,0
331,0,1,0,0,0
10,0,0,0,0,0
684,0,0,0,0,0
836,0,1,0,0,0
253,0,3,0,0,0
159,0,2,0,0,0
84,0,0,0,0,0
18,0,0,0,0,0
229,0,0,0,0,0
11,0,0,0,0,0
677,0,1,8,0,0
110,0,0,0,0,0
87,0,0,2,0,1
138,0,1,0,0,0
249,0,1,0,0,0
85,0,0,0,0,0
20,0,0,0,0,0
525,0,1,0,0,0
219,0,0,0,0,0
264,0,0,1,0,0
162,0,0,0,0,0
10,0,0,0,0,0
135,0,0,6,0,0
195,0,0,0,0,0
16,0,0,0,0,0
93,0,0,0,0,0
213,0,0,0,0,0
154,0,3,0,0,0
48,0,0,0,0,0
312,0,5,0,0,0
229,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,1
156,0,1,0,0,0
594,0,4,3,0,0
89,0,0,0,0,0
1755,0,50,0,0,0
67,0,0,0,0,1
248,0,0,0,0,0
177,0,2,0,0,0
196,0,0,0,0,0
46,0,0,1,0,1
451,0,3,6,0,0
106,0,0,0,0,0
7,0,0,0,0,0
329,0,2,0,0,0
138,0,1,1,0,0
200,0,0,0,0,0
15,0,0,0,0,0
23,0,0,0,0,0
55,0,0,0,0,0
300,0,0,0,0,0
315,0,0,0,0,0
80,0,0,0,0,0
230,0,1,0,0,0
152,0,0,0,0,0
351,0,1,2,0,0
1227,0,9,0,0,0
100,0,0,0,0,0
232,0,0,0,0,0
11,0,0,0,0,0
16,0,0,0,0,0
600,0,0,0,0,0
141,0,1,0,0,0
121,0,0,0,0,1
125,0,0,0,0,0
6,0,0,0,0,0
95,0,0,0,0,0
727,0,8,4,0,0
148,0,0,0,0,0
20,0,0,0,0,0
65,0,3,1,0,1
65,0,0,2,0,0
362,0,0,10,0,0
64,0,0,1,0,0
120,0,0,0,0,0
32,0,0,0,0,0
102,0,0,6,0,0
12,0,0,0,0,0
1113,0,0,0,0,0
148,0,0,2,0,0
83,0,0,0,0,0
71,0,0,0,0,0
76,0,0,0,0,0
787,0,8,0,0,0
67,0,0,0,0,0
589,0,4,0,0,0
1,0,0,0,0,0
149,0,0,0,0,0
170,0,0,0,0,0
16,0,0,0,0,0
42,0,0,0,0,0
53,0,3,0,0,0
84,0,3,0,0,0
60,0,0,0,0,1
377,0,7,0,0,0
21,0,0,0,0,0
1238,0,4,0,0,0
23,0,0,1,0,1
21,0,0,0,0,0
2864,0,1,0,0,0
113,0,0,0,0,0
3,0,0,0,0,1
79,0,0,0,0,0
1244,0,5,90,0,0
192,0,0,0,0,0
22,0,0,0,0,1
283,0,0,0,0,0
49,0,6,1,0,0
108,0,0,0,0,0
106,0,4,0,0,0
2356,0,0,2,0,0
61,0,0,0,0,0
229,0,0,0,0,0
303,0,0,0,0,0
29,0,0,0,0,0
173,0,0,0,0,0
91,0,0,0,0,0
56,0,0,1,0,0
121,0,0,0,0,0
154,0,1,2,0,0
135,0,0,0,0,0
90,0,3,0,0,0
318,0,2,0,0,0
209,0,0,0,0,0
21,0,0,0,0,0
83,0,0,0,0,0
108,0,0,2,0,0
129,0,0,1,0,0
536,0,7,0,0,0
35,0,0,0,0,0
81,0,0,0,0,1
88,0,0,0,0,0
15,0,0,0,0,0
157,0,3,0,0,0
38,0,0,0,0,0
20,0,0,0,0,0
7,0,0,0,0,0
151,0,0,0,0,0
98,0,0,0,0,0
4,0,0,0,0,0
57,0,0,0,0,0
195,0,2,2,0,0
2117,0,27,0,0,0
273,0,0,0,0,0
28,0,0,0,0,0
194,0,2,0,0,0
4,0,0,0,0,0
82,0,0,0,0,0
15,0,0,0,0,0
176,0,0,0,0,0
15,0,0,0,0,1
15,0,0,0,0,0
67,0,0,0,0,0
282,0,1,0,0,0
194,0,2,0,0,0
298,0,0,0,0,0
53,0,0,0,0,0
184,0,0,0,0,0
12,0,0,0,0,0
9,0,0,0,0,0
271,0,0,0,0,0
329,0,2,0,0,0
468,0,1,0,0,0
35,0,0,1,0,0
140,0,0,0,0,0
392,0,2,0,0,0
33,0,6,0,0,0
34,0,2,0,0,0
96,0,1,0,0,0
11,0,1,0,0,0
317,0,0,2,0,0
291,0,0,0,0,0
56,0,0,1,0,1
53,0,2,0,0,0
3,0,0,0,0,1
30,0,0,0,0,0
357,0,0,8,0,0
230,0,0,0,0,0
29,0,0,0,0,0
40,0,0,0,0,0
2371,0,0,0,0,0
377,0,0,0,0,0
33,0,0,0,0,0
34,0,0,0,0,0
58,0,0,0,0,0
245,0,0,22,0,0
8,0,0,0,0,0
44,0,0,0,0,0
294,0,0,0,0,0
306,0,0,0,0,0
32,0,0,0,0,0
153,0,1,1,0,0
119,0,2,0,0,0
167,0,0,0,0,0
9,0,0,0,0,0
5,0,0,0,0,0
1103,0,0,306,0,0
133,0,0,0,0,1
28,0,0,0,0,0
164,0,2,0,0,0
1,0,0,0,0,0
75,0,0,0,0,0
1205,0,2,0,0,0
36,0,0,0,0,0
776,0,26,0,0,0
43,0,0,3,0,0
31,0,0,0,0,0
459,0,0,0,0,0
127,0,0,0,0,0
63,0,0,0,0,0
168,0,0,3,0,0
120,0,0,0,0,0
28,0,0,0,0,0
118,0,0,1,0,1
60,0,0,0,0,0
280,0,0,0,0,0
11,0,0,0,0,0
28,0,0,0,0,0
14,0,0,0,0,0
117,0,1,0,0,0
72,0,0,0,0,0
63,0,0,0,0,0
11,0,0,0,0,0
262,0,0,0,0,0
1457,0,98,0,0,0
74,0,0,0,0,0
54,0,0,0,0,0
88,0,0,0,0,0
20,0,0,0,0,1
1542,0,0,504,0,0
22,0,0,0,0,0
3903,0,0,0,0,0
117,0,0,0,0,0
512,0,0,1,0,0
800,0,0,0,0,0
43,0,0,0,0,0
38,0,0,0,0,0
14,0,0,0,0,0
65,0,0,0,0,0
55,0,0,1,0,0
36,0,0,0,0,0
445,0,0,0,0,0
7,0,1,0,0,0
101,0,0,4,0,1
152,0,0,1,0,0
29,0,0,0,0,0
7,0,0,0,0,0
63,0,1,0,0,0
92,0,0,0,0,1
374,0,0,4,0,0
84,0,0,0,0,0
141,0,0,0,0,0
60,0,0,0,0,0
60,0,1,0,0,0
79,0,1,2,0,1
220,0,0,0,0,1
151,1,1,0,0,1
18,0,0,0,0,0
210,0,1,0,0,0
571,0,1,0,0,0
20,0,0,0,0,0
0,0,0,0,0,0
235,0,1,0,0,0
123,0,0,0,0,0
35,0,0,0,0,0
391,0,10,1,0,0
156,0,0,4,0,0
17,0,0,1,0,1
525,0,7,0,0,0
360,0,2,2,0,0
1043,0,0,0,0,0
39,0,1,0,0,0
29,0,0,0,0,0
214,0,0,0,0,0
324,0,0,0,0,0
165,0,2,0,0,0
37,0,0,0,0,0
32,0,0,0,0,0
118,0,0,8,0,1
1346,0,47,0,0,0
65,0,1,0,0,0
399,0,4,1,0,0
219,0,1,0,0,0
57,0,6,1,0,0
5,0,1,0,0,0
131,0,7,0,0,0
249,0,0,0,0,0
872,0,0,0,0,0
229,0,0,0,0,0
24,0,0,0,0,0
277,0,0,0,0,0
56,0,0,0,0,0
30,0,0,0,0,0
43,0,0,0,0,0
656,0,1,0,0,0
85,0,0,0,0,0
172,0,0,0,0,0
43,0,0,1,0,1
26,0,0,0,0,0
35,0,0,0,0,0
15,0,0,0,0,0
51,0,0,0,0,0
67,0,0,0,0,0
82,0,0,0,0,0
3228,0,0,0,0,0
158,0,0,0,0,0
567,0,6,1,0,0
109,0,4,1,0,0
2511,0,8,0,0,0
177,0,0,0,0,0
21,0,0,0,0,0
1102,0,3,1,0,0
49,0,0,1,0,0
64,0,0,0,0,0
228,0,0,0,0,0
28,0,0,1,0,0
245,0,0,0,0,0
54,0,2,0,0,0
244,0,2,2,0,0
42,0,0,1,0,1
232,0,0,0,0,0
148,0,0,0,0,0
10,0,0,2,0,1
38,0,0,0,0,0
96,0,0,0,0,0
267,0,0,0,0,0
405,0,0,0,0,0
124,0,3,0,0,0
37,0,0,0,0,0
152,0,0,3,0,0
140,0,0,0,0,0
50,0,0,0,0,0
710,0,7,0,0,0
44,0,0,0,0,0
48,0,0,0,0,0
19,0,0,0,0,0
7,0,0,0,0,0
381,0,1,0,0,0
235,0,0,0,0,0
117,0,1,0,0,0
170,0,2,0,0,0
65,0,0,0,0,0
0,0,0,0,0,0
11,0,0,0,0,0
157,0,0,0,0,0
1888,0,68,0,0,0
99,0,0,0,0,0
20,0,0,0,0,0
243,0,4,5,0,0
50,0,0,0,0,0
60,0,2,0,0,0
16,0,0,0,0,0
58,0,0,0,0,0
152,0,0,1,0,0
23,0,1,0,0,0
143,0,0,1,0,1
263,0,4,9,0,0
16,0,0,0,0,0
178,0,2,13,0,1
747,0,11,254,0,0
385,0,0,0,0,0
85,0,0,1,0,0
8,0,0,0,0,1
71,0,0,0,0,0
234,0,0,0,0,0
294,0,4,8,0,0
68,0,1,0,0,1
29,0,0,0,0,0
90,0,0,0,0,0
546,0,0,0,0,0
240,0,0,1,0,0
223,0,0,3,0,0
43,0,0,0,0,0
32,0,0,0,0,0
59,0,0,0,0,0
272,0,0,0,0,0
79,0,0,0,0,0
21,0,0,0,0,0
246,0,0,0,0,0
205,0,1,0,0,0
46,0,0,0,0,0
182,0,0,0,0,0
37,0,0,1,0,1
689,0,0,0,0,0
0,0,0,0,0,0
240,0,5,0,0,0
244,0,0,0,0,0
207,0,0,0,0,0
300,0,2,0,0,0
273,0,0,0,0,0
109,0,0,0,0,0
60,0,0,0,0,0
3,0,0,0,0,0
201,0,0,11,0,0
804,0,0,1,0,0
138,0,1,0,0,0
21,0,0,0,0,0
41,0,0,0,0,0
239,0,1,0,0,0
216,0,0,0,0,0
360,0,2,2,0,0
150,0,0,0,0,0
117,0,0,0,0,0
908,0,0,0,0,0
218,0,0,0,0,0
40,0,0,0,0,0
24,0,0,0,0,0
263,0,1,0,0,0
52,0,0,0,0,0
50,0,0,0,0,0
190,0,0,0,0,0
253,0,0,0,0,0
153,0,0,0,0,0
77,0,1,0,0,0
9,0,0,0,0,0
1063,0,0,0,0,0
48,0,0,6,0,0
37,0,0,0,0,0
27,0,0,0,0,0
252,0,2,0,0,0
41,0,0,0,0,1
224,0,0,0,0,0
56,0,0,0,0,0
175,0,0,0,0,0
12,0,0,0,0,0
27,0,0,0,0,0
75,0,0,0,0,0
69,0,0,0,0,0
108,0,1,2,0,0
